person_id,person_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_birth_date
16676,16676,24,95000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,12.69,0,0.16,N,3,2000-12-04
16677,16677,22,60000,MORTGAGE,6.0,MEDICAL,A,6125,6.17,0,0.1,N,2,2002-12-04
16678,16678,24,75000,RENT,4.0,VENTURE,A,10000,6.62,0,0.13,N,2,2000-12-04
16679,16679,22,75000,MORTGAGE,4.0,VENTURE,A,9000,6.99,0,0.12,N,3,2002-12-04
16680,16680,22,37000,RENT,,DEBTCONSOLIDATION,B,10000,,0,0.27,N,2,2002-12-04
16681,16681,24,54000,RENT,6.0,DEBTCONSOLIDATION,A,5500,8.07,0,0.1,N,3,2000-12-04
16682,16682,25,102000,MORTGAGE,4.0,MEDICAL,B,25000,10.99,1,0.21,N,2,1999-12-04
16683,16683,22,61000,MORTGAGE,6.0,MEDICAL,C,12000,13.49,0,0.2,N,4,2002-12-04
16684,16684,23,44000,MORTGAGE,0.0,VENTURE,A,5500,6.17,0,0.13,N,4,2001-12-04
16685,16685,25,105000,MORTGAGE,6.0,VENTURE,D,6500,13.87,0,0.06,Y,3,1999-12-04
16686,16686,22,72000,OWN,1.0,VENTURE,B,15000,10.25,0,0.21,N,4,2002-12-04
16687,16687,24,30000,RENT,8.0,MEDICAL,B,8000,9.25,0,0.27,N,2,2000-12-04
16688,16688,24,29000,RENT,4.0,MEDICAL,D,14400,15.7,1,0.5,N,4,2000-12-04
16689,16689,23,21360,RENT,0.0,MEDICAL,A,7500,7.14,1,0.35,N,4,2001-12-04
16690,16690,26,36000,RENT,,MEDICAL,A,5400,8.9,0,0.15,N,4,1998-12-04
16691,16691,25,75600,MORTGAGE,2.0,DEBTCONSOLIDATION,A,14500,9.63,0,0.19,N,3,1999-12-04
16692,16692,26,108000,RENT,2.0,PERSONAL,D,25000,15.05,1,0.23,N,2,1998-12-04
16693,16693,25,49600,RENT,9.0,MEDICAL,A,12000,7.14,0,0.24,N,3,1999-12-04
16694,16694,26,52000,MORTGAGE,6.0,PERSONAL,B,3300,10.99,0,0.06,N,2,1998-12-04
16695,16695,23,43949,RENT,7.0,MEDICAL,B,3000,11.49,0,0.07,N,2,2001-12-04
16696,16696,26,40000,RENT,2.0,MEDICAL,A,12000,7.51,0,0.3,N,2,1998-12-04
16697,16697,24,60000,RENT,4.0,EDUCATION,A,12000,8.9,0,0.2,N,3,2000-12-04
16698,16698,26,50000,MORTGAGE,0.0,EDUCATION,A,10000,7.74,0,0.2,N,2,1998-12-04
16699,16699,23,38004,RENT,2.0,EDUCATION,A,4500,7.88,0,0.12,N,3,2001-12-04
16700,16700,23,70000,RENT,1.0,MEDICAL,B,17000,8.88,0,0.24,N,4,2001-12-04
16701,16701,22,48000,MORTGAGE,6.0,MEDICAL,A,5000,7.88,0,0.1,N,2,2002-12-04
16702,16702,23,24000,RENT,1.0,VENTURE,B,5500,10.99,0,0.23,N,4,2001-12-04
16703,16703,23,60000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,10000,,0,0.17,N,3,2001-12-04
16704,16704,22,34500,RENT,2.0,DEBTCONSOLIDATION,D,5000,16.89,1,0.14,Y,2,2002-12-04
16705,16705,24,120000,MORTGAGE,0.0,PERSONAL,A,16000,9.63,0,0.13,N,2,2000-12-04
16706,16706,24,80400,MORTGAGE,5.0,PERSONAL,A,12000,5.79,0,0.15,N,2,2000-12-04
16707,16707,25,27600,RENT,,HOMEIMPROVEMENT,B,3500,10.99,1,0.13,N,4,1999-12-04
16708,16708,23,50000,MORTGAGE,7.0,DEBTCONSOLIDATION,F,13750,18.43,1,0.28,N,3,2001-12-04
16709,16709,22,35000,RENT,1.0,EDUCATION,C,2400,,0,0.07,Y,4,2002-12-04
16710,16710,23,126000,RENT,0.0,MEDICAL,C,8000,13.23,0,0.06,N,2,2001-12-04
16711,16711,21,20004,RENT,2.0,DEBTCONSOLIDATION,B,3000,10.37,0,0.15,N,4,2003-12-04
16712,16712,22,160000,RENT,6.0,PERSONAL,A,20000,7.49,0,0.13,N,3,2002-12-04
16713,16713,22,46000,RENT,3.0,PERSONAL,B,12000,11.71,0,0.26,N,4,2002-12-04
16714,16714,26,40000,OWN,0.0,EDUCATION,B,15000,9.64,0,0.38,N,4,1998-12-04
16715,16715,25,40000,RENT,9.0,EDUCATION,D,5600,14.61,0,0.14,N,2,1999-12-04
16716,16716,23,75800,RENT,0.0,EDUCATION,A,7000,6.54,0,0.09,N,4,2001-12-04
16717,16717,22,43000,RENT,5.0,VENTURE,B,2400,10.99,0,0.06,N,3,2002-12-04
16718,16718,25,55000,RENT,0.0,DEBTCONSOLIDATION,B,6000,10.65,0,0.11,N,2,1999-12-04
16719,16719,26,60000,RENT,0.0,VENTURE,A,5000,7.14,0,0.08,N,2,1998-12-04
16720,16720,25,30000,RENT,9.0,VENTURE,D,9000,17.58,0,0.3,N,2,1999-12-04
16721,16721,22,52000,RENT,1.0,MEDICAL,A,5000,6.99,0,0.1,N,2,2002-12-04
16722,16722,22,100000,MORTGAGE,6.0,EDUCATION,B,3000,11.49,0,0.03,N,4,2002-12-04
16723,16723,25,90000,MORTGAGE,9.0,VENTURE,A,20000,6.54,0,0.22,N,3,1999-12-04
16724,16724,24,46500,RENT,2.0,VENTURE,C,8000,15.23,1,0.17,N,2,2000-12-04
16725,16725,25,145000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.17,N,3,1999-12-04
16726,16726,25,60000,RENT,3.0,PERSONAL,A,17000,6.91,0,0.28,N,2,1999-12-04
16727,16727,21,200000,MORTGAGE,5.0,EDUCATION,C,16000,14.65,0,0.08,N,2,2003-12-04
16728,16728,25,79000,MORTGAGE,0.0,PERSONAL,A,9000,6.76,0,0.11,N,4,1999-12-04
16729,16729,24,120000,MORTGAGE,1.0,EDUCATION,D,25000,13.99,0,0.21,N,4,2000-12-04
16730,16730,24,47000,RENT,8.0,VENTURE,A,7000,6.62,0,0.15,N,4,2000-12-04
16731,16731,26,50000,RENT,0.0,HOMEIMPROVEMENT,B,13000,,0,0.26,N,4,1998-12-04
16732,16732,22,37200,RENT,6.0,MEDICAL,B,10000,,1,0.27,N,3,2002-12-04
16733,16733,23,47000,MORTGAGE,7.0,EDUCATION,C,13850,12.68,0,0.29,Y,2,2001-12-04
16734,16734,24,72000,RENT,8.0,MEDICAL,A,14000,7.9,0,0.19,N,2,2000-12-04
16735,16735,23,45000,MORTGAGE,4.0,VENTURE,C,8650,14.27,0,0.19,N,3,2001-12-04
16736,16736,25,61200,MORTGAGE,1.0,PERSONAL,A,5650,7.66,0,0.09,N,2,1999-12-04
16737,16737,25,34000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,10000,11.26,0,0.29,N,3,1999-12-04
16738,16738,23,22800,RENT,5.0,DEBTCONSOLIDATION,A,1775,6.99,0,0.08,N,2,2001-12-04
16739,16739,23,28000,RENT,0.0,MEDICAL,A,6000,9.63,0,0.21,N,4,2001-12-04
16740,16740,24,45000,RENT,0.0,EDUCATION,D,4000,15.99,1,0.09,Y,3,2000-12-04
16741,16741,24,44000,MORTGAGE,2.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.57,Y,3,2000-12-04
16742,16742,21,40800,RENT,3.0,MEDICAL,D,12000,15.21,1,0.29,N,2,2003-12-04
16743,16743,26,75000,MORTGAGE,4.0,EDUCATION,A,12000,6.92,0,0.16,N,4,1998-12-04
16744,16744,23,33195,RENT,5.0,MEDICAL,B,1800,11.99,0,0.05,N,3,2001-12-04
16745,16745,26,90000,RENT,0.0,PERSONAL,B,5525,11.36,0,0.06,N,4,1998-12-04
16746,16746,25,24996,RENT,3.0,DEBTCONSOLIDATION,C,7500,12.98,0,0.3,N,2,1999-12-04
16747,16747,23,21000,OWN,,VENTURE,C,3825,14.65,0,0.18,N,4,2001-12-04
16748,16748,23,74800,RENT,1.0,MEDICAL,E,20000,17.04,1,0.23,Y,3,2001-12-04
16749,16749,23,168600,RENT,3.0,MEDICAL,B,20000,11.58,0,0.12,N,4,2001-12-04
16750,16750,24,43000,MORTGAGE,8.0,DEBTCONSOLIDATION,D,10000,16.89,1,0.23,N,4,2000-12-04
16751,16751,25,28128,RENT,2.0,VENTURE,D,7500,15.33,1,0.27,N,3,1999-12-04
16752,16752,24,64151,RENT,0.0,EDUCATION,B,5000,11.86,0,0.08,N,4,2000-12-04
16753,16753,24,44000,RENT,0.0,PERSONAL,A,2000,8.0,1,0.05,N,3,2000-12-04
16754,16754,22,105500,RENT,6.0,EDUCATION,B,6000,11.99,0,0.06,N,4,2002-12-04
16755,16755,23,90096,MORTGAGE,0.0,EDUCATION,C,10150,11.97,0,0.11,N,3,2001-12-04
16756,16756,25,306000,RENT,2.0,PERSONAL,C,24250,13.85,0,0.08,N,4,1999-12-04
16757,16757,23,49000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,5000,15.21,1,0.1,Y,3,2001-12-04
16758,16758,23,91000,MORTGAGE,3.0,EDUCATION,B,12000,,0,0.13,N,4,2001-12-04
16759,16759,26,53000,RENT,4.0,VENTURE,B,6800,9.91,0,0.13,N,3,1998-12-04
16760,16760,25,49200,MORTGAGE,2.0,EDUCATION,B,6000,10.0,0,0.12,N,4,1999-12-04
16761,16761,23,38000,MORTGAGE,5.0,MEDICAL,A,5400,7.9,0,0.14,N,4,2001-12-04
16762,16762,22,54000,RENT,5.0,HOMEIMPROVEMENT,D,3200,16.49,1,0.06,N,2,2002-12-04
16763,16763,23,75000,RENT,1.0,MEDICAL,A,6000,6.03,0,0.08,N,3,2001-12-04
16764,16764,26,120000,RENT,10.0,DEBTCONSOLIDATION,B,6000,9.88,0,0.05,N,4,1998-12-04
16765,16765,23,100000,MORTGAGE,0.0,EDUCATION,A,11000,8.49,0,0.11,N,3,2001-12-04
16766,16766,23,106000,MORTGAGE,7.0,EDUCATION,A,10000,7.14,0,0.09,N,3,2001-12-04
16767,16767,24,57000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,2400,12.69,0,0.04,N,4,2000-12-04
16768,16768,24,33321,OWN,4.0,VENTURE,C,12250,13.11,0,0.37,Y,4,2000-12-04
16769,16769,21,28800,RENT,5.0,DEBTCONSOLIDATION,B,8000,9.88,0,0.28,N,2,2003-12-04
16770,16770,24,50400,RENT,8.0,DEBTCONSOLIDATION,A,1500,,0,0.03,N,2,2000-12-04
16771,16771,23,74000,RENT,3.0,MEDICAL,B,25000,10.36,1,0.34,N,2,2001-12-04
16772,16772,25,54000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5100,9.62,0,0.09,N,4,1999-12-04
16773,16773,25,59000,OWN,6.0,MEDICAL,A,5000,6.17,0,0.08,N,2,1999-12-04
16774,16774,24,40000,OWN,7.0,VENTURE,C,2000,12.53,0,0.05,N,4,2000-12-04
16775,16775,23,75000,MORTGAGE,7.0,VENTURE,A,10200,6.03,0,0.14,N,3,2001-12-04
16776,16776,25,40000,RENT,1.0,VENTURE,B,6500,11.89,0,0.16,N,3,1999-12-04
16777,16777,26,53000,OWN,2.0,VENTURE,B,2500,9.91,0,0.05,N,2,1998-12-04
16778,16778,22,24000,OWN,4.0,PERSONAL,C,4750,,0,0.2,Y,3,2002-12-04
16779,16779,22,24000,RENT,3.0,PERSONAL,C,1000,12.84,0,0.04,Y,3,2002-12-04
16780,16780,23,80796,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5000,,0,0.06,N,2,2001-12-04
16781,16781,23,30000,RENT,3.0,EDUCATION,B,6000,11.71,0,0.2,N,3,2001-12-04
16782,16782,25,49000,RENT,1.0,PERSONAL,D,12000,13.49,1,0.24,N,4,1999-12-04
16783,16783,22,46000,RENT,3.0,DEBTCONSOLIDATION,B,11000,10.59,0,0.24,N,2,2002-12-04
16784,16784,25,46000,RENT,9.0,PERSONAL,A,7000,8.49,0,0.15,N,2,1999-12-04
16785,16785,26,32500,MORTGAGE,8.0,DEBTCONSOLIDATION,C,3000,13.22,0,0.09,Y,3,1998-12-04
16786,16786,24,73440,MORTGAGE,7.0,HOMEIMPROVEMENT,A,7000,6.99,0,0.1,N,4,2000-12-04
16787,16787,26,120000,MORTGAGE,5.0,VENTURE,B,13000,10.99,0,0.11,N,2,1998-12-04
16788,16788,25,66420,MORTGAGE,1.0,EDUCATION,B,4000,12.18,0,0.06,N,2,1999-12-04
16789,16789,22,75000,RENT,2.0,DEBTCONSOLIDATION,B,21000,10.0,0,0.28,N,4,2002-12-04
16790,16790,21,20000,RENT,2.0,MEDICAL,C,2500,13.79,0,0.13,Y,4,2003-12-04
16791,16791,24,35000,RENT,1.0,MEDICAL,B,10000,,0,0.29,N,2,2000-12-04
16792,16792,22,50000,MORTGAGE,6.0,VENTURE,C,10000,,0,0.2,Y,3,2002-12-04
16793,16793,24,57000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,8000,5.42,0,0.14,N,4,2000-12-04
16794,16794,22,30000,RENT,0.0,PERSONAL,B,5000,11.49,0,0.17,N,4,2002-12-04
16795,16795,24,52000,MORTGAGE,8.0,VENTURE,B,15000,10.0,0,0.29,N,4,2000-12-04
16796,16796,26,89000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,8000,10.99,0,0.09,N,3,1998-12-04
16797,16797,22,48000,RENT,6.0,DEBTCONSOLIDATION,A,16500,8.9,1,0.34,N,3,2002-12-04
16798,16798,22,77000,MORTGAGE,5.0,EDUCATION,B,21000,11.48,0,0.27,N,3,2002-12-04
16799,16799,25,70000,RENT,8.0,VENTURE,D,15000,14.42,0,0.21,Y,2,1999-12-04
16800,16800,24,98004,RENT,0.0,VENTURE,D,16000,16.32,1,0.16,Y,4,2000-12-04
16801,16801,23,55000,MORTGAGE,4.0,VENTURE,A,8000,7.49,0,0.15,N,2,2001-12-04
16802,16802,23,35976,RENT,3.0,VENTURE,B,15000,10.25,1,0.42,N,3,2001-12-04
16803,16803,24,62900,RENT,1.0,MEDICAL,D,16800,15.65,1,0.23,N,4,2000-12-04
16804,16804,24,72000,MORTGAGE,8.0,PERSONAL,A,5000,6.03,0,0.07,N,4,2000-12-04
16805,16805,24,47000,MORTGAGE,3.0,MEDICAL,B,12000,12.21,0,0.26,N,3,2000-12-04
16806,16806,24,50000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,3000,13.47,0,0.06,N,3,2000-12-04
16807,16807,25,27096,RENT,7.0,EDUCATION,A,5000,7.9,1,0.18,N,3,1999-12-04
16808,16808,23,72000,RENT,4.0,DEBTCONSOLIDATION,C,10000,13.85,0,0.14,N,3,2001-12-04
16809,16809,22,57564,MORTGAGE,6.0,DEBTCONSOLIDATION,B,21000,11.48,0,0.36,N,3,2002-12-04
16810,16810,24,24996,RENT,0.0,EDUCATION,B,4000,9.45,0,0.16,N,2,2000-12-04
16811,16811,23,54000,RENT,1.0,VENTURE,B,20000,11.83,1,0.37,N,2,2001-12-04
16812,16812,25,38400,RENT,5.0,MEDICAL,B,2200,12.69,0,0.06,N,3,1999-12-04
16813,16813,25,72000,MORTGAGE,7.0,MEDICAL,B,25000,11.89,0,0.35,N,2,1999-12-04
16814,16814,22,67807,MORTGAGE,6.0,EDUCATION,A,6400,7.14,0,0.09,N,3,2002-12-04
16815,16815,23,12000,RENT,0.0,EDUCATION,A,2100,8.94,1,0.17,N,2,2001-12-04
16816,16816,24,115154,RENT,8.0,DEBTCONSOLIDATION,C,3000,14.27,0,0.03,Y,2,2000-12-04
16817,16817,23,59000,RENT,8.0,VENTURE,B,17000,10.25,0,0.29,N,4,2001-12-04
16818,16818,23,60000,RENT,7.0,DEBTCONSOLIDATION,B,25000,10.25,1,0.42,N,2,2001-12-04
16819,16819,22,48000,RENT,3.0,MEDICAL,A,13000,7.88,1,0.27,N,2,2002-12-04
16820,16820,22,39996,RENT,3.0,VENTURE,A,11000,5.79,0,0.28,N,2,2002-12-04
16821,16821,24,7800,RENT,1.0,EDUCATION,B,1000,11.36,0,0.13,N,4,2000-12-04
16822,16822,22,54996,RENT,6.0,EDUCATION,C,2500,14.35,0,0.05,Y,4,2002-12-04
16823,16823,24,16800,MORTGAGE,,EDUCATION,A,3900,,1,0.23,N,2,2000-12-04
16824,16824,26,53000,MORTGAGE,1.0,EDUCATION,A,8000,,0,0.15,N,3,1998-12-04
16825,16825,23,40000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,6000,14.79,0,0.15,Y,3,2001-12-04
16826,16826,22,54000,MORTGAGE,5.0,MEDICAL,B,7000,10.65,0,0.13,N,2,2002-12-04
16827,16827,21,65000,MORTGAGE,5.0,EDUCATION,A,10000,6.03,0,0.15,N,3,2003-12-04
16828,16828,24,80000,RENT,3.0,VENTURE,C,20000,13.06,0,0.25,Y,3,2000-12-04
16829,16829,26,60000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,12000,10.65,0,0.2,N,2,1998-12-04
16830,16830,24,24000,RENT,0.0,VENTURE,D,7000,15.62,1,0.29,N,4,2000-12-04
16831,16831,22,91800,MORTGAGE,0.0,MEDICAL,D,16800,15.62,1,0.16,Y,4,2002-12-04
16832,16832,24,121000,RENT,8.0,PERSONAL,A,20000,8.9,0,0.17,N,4,2000-12-04
16833,16833,24,50004,OWN,2.0,VENTURE,B,10000,11.12,0,0.2,N,2,2000-12-04
16834,16834,24,145000,MORTGAGE,0.0,PERSONAL,B,7000,10.99,0,0.05,N,2,2000-12-04
16835,16835,21,8088,RENT,,MEDICAL,C,1200,15.23,0,0.15,Y,2,2003-12-04
16836,16836,23,35000,MORTGAGE,7.0,MEDICAL,C,5000,12.98,1,0.14,N,2,2001-12-04
16837,16837,26,55000,MORTGAGE,4.0,PERSONAL,A,10000,7.51,1,0.18,N,2,1998-12-04
16838,16838,26,83004,RENT,7.0,VENTURE,A,5450,7.9,0,0.07,N,3,1998-12-04
16839,16839,25,51000,MORTGAGE,6.0,EDUCATION,E,16750,16.4,0,0.33,N,3,1999-12-04
16840,16840,22,84600,MORTGAGE,4.0,VENTURE,A,6000,,0,0.07,N,4,2002-12-04
16841,16841,26,88900,OWN,2.0,PERSONAL,B,5000,11.83,0,0.06,N,4,1998-12-04
16842,16842,25,109000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,14000,9.63,0,0.13,N,2,1999-12-04
16843,16843,23,96000,RENT,7.0,EDUCATION,A,7300,8.49,0,0.08,N,4,2001-12-04
16844,16844,26,60000,MORTGAGE,3.0,PERSONAL,C,30000,14.27,0,0.5,Y,3,1998-12-04
16845,16845,26,70000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,8000,14.84,0,0.11,N,3,1998-12-04
16846,16846,22,35000,RENT,1.0,DEBTCONSOLIDATION,B,8000,9.2,0,0.23,N,4,2002-12-04
16847,16847,25,72000,RENT,2.0,MEDICAL,B,10000,10.37,0,0.14,N,4,1999-12-04
16848,16848,21,31200,RENT,1.0,EDUCATION,D,6000,16.89,1,0.19,Y,4,2003-12-04
16849,16849,24,65000,RENT,1.0,MEDICAL,B,6400,9.99,0,0.1,N,3,2000-12-04
16850,16850,26,51600,RENT,10.0,EDUCATION,B,14000,10.37,1,0.27,N,2,1998-12-04
16851,16851,23,70550,RENT,0.0,MEDICAL,E,14000,17.51,1,0.17,Y,2,2001-12-04
16852,16852,26,63000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,3500,7.68,0,0.06,N,4,1998-12-04
16853,16853,22,72000,MORTGAGE,3.0,EDUCATION,B,5000,,0,0.07,N,3,2002-12-04
16854,16854,24,75000,MORTGAGE,,PERSONAL,A,7000,7.66,0,0.09,N,3,2000-12-04
16855,16855,21,102000,RENT,5.0,VENTURE,D,10000,,0,0.1,Y,3,2003-12-04
16856,16856,25,86004,RENT,1.0,PERSONAL,C,15000,12.53,0,0.17,N,4,1999-12-04
16857,16857,25,42000,RENT,4.0,VENTURE,A,1925,6.17,0,0.05,N,2,1999-12-04
16858,16858,23,58000,MORTGAGE,8.0,VENTURE,C,8000,13.61,0,0.14,Y,4,2001-12-04
16859,16859,25,82000,RENT,2.0,PERSONAL,A,9200,6.03,0,0.11,N,3,1999-12-04
16860,16860,22,30000,RENT,0.0,EDUCATION,C,6300,13.22,0,0.21,Y,3,2002-12-04
16861,16861,26,117000,MORTGAGE,4.0,VENTURE,A,14400,,0,0.12,N,4,1998-12-04
16862,16862,26,92040,MORTGAGE,6.0,VENTURE,A,10000,,0,0.11,N,3,1998-12-04
16863,16863,24,28800,RENT,2.0,MEDICAL,B,8875,,1,0.31,N,4,2000-12-04
16864,16864,21,33009,OWN,5.0,VENTURE,B,12000,11.48,0,0.36,N,4,2003-12-04
16865,16865,25,54000,RENT,3.0,DEBTCONSOLIDATION,D,7000,15.62,1,0.13,N,3,1999-12-04
16866,16866,25,30000,OWN,4.0,EDUCATION,D,10000,14.61,0,0.33,N,3,1999-12-04
16867,16867,22,28880,MORTGAGE,4.0,MEDICAL,A,2000,8.59,0,0.07,N,4,2002-12-04
16868,16868,23,34000,RENT,1.0,PERSONAL,C,9500,,1,0.28,Y,4,2001-12-04
16869,16869,22,34560,RENT,2.0,HOMEIMPROVEMENT,E,1200,19.29,1,0.03,N,2,2002-12-04
16870,16870,25,74004,RENT,2.0,VENTURE,E,20000,15.95,1,0.27,N,3,1999-12-04
16871,16871,25,57500,MORTGAGE,5.0,HOMEIMPROVEMENT,C,12275,,0,0.21,N,3,1999-12-04
16872,16872,25,120000,MORTGAGE,6.0,EDUCATION,B,10000,,0,0.08,N,2,1999-12-04
16873,16873,25,36000,RENT,6.0,PERSONAL,B,15000,,1,0.42,N,3,1999-12-04
16874,16874,24,74400,RENT,1.0,MEDICAL,A,3500,7.29,0,0.05,N,3,2000-12-04
16875,16875,24,95000,RENT,5.0,VENTURE,B,14000,,0,0.15,N,4,2000-12-04
16876,16876,23,70000,RENT,1.0,VENTURE,A,3500,5.42,0,0.05,N,2,2001-12-04
16877,16877,23,36000,RENT,4.0,MEDICAL,D,6500,17.49,1,0.18,Y,4,2001-12-04
16878,16878,22,30000,RENT,2.0,VENTURE,B,3600,10.99,0,0.12,N,4,2002-12-04
16879,16879,22,18000,OWN,1.0,EDUCATION,D,5400,15.31,1,0.3,Y,4,2002-12-04
16880,16880,21,12000,RENT,3.0,VENTURE,B,1600,10.59,0,0.13,N,2,2003-12-04
16881,16881,25,52000,RENT,9.0,VENTURE,C,16000,13.98,1,0.31,N,4,1999-12-04
16882,16882,25,48000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,1400,14.79,0,0.03,N,3,1999-12-04
16883,16883,25,89000,MORTGAGE,9.0,MEDICAL,A,14000,7.49,0,0.16,N,2,1999-12-04
16884,16884,24,150000,RENT,8.0,PERSONAL,B,5000,,0,0.03,N,2,2000-12-04
16885,16885,24,101000,OWN,5.0,VENTURE,B,24250,12.53,0,0.24,N,3,2000-12-04
16886,16886,22,63000,RENT,2.0,VENTURE,A,5000,7.74,0,0.08,N,4,2002-12-04
16887,16887,25,80004,RENT,5.0,HOMEIMPROVEMENT,B,10000,9.62,0,0.12,N,4,1999-12-04
16888,16888,23,46000,RENT,2.0,PERSONAL,F,12800,19.41,1,0.28,Y,2,2001-12-04
16889,16889,23,42996,RENT,2.0,MEDICAL,C,6000,12.84,0,0.14,Y,3,2001-12-04
16890,16890,24,50000,MORTGAGE,2.0,EDUCATION,A,12500,9.32,0,0.25,N,3,2000-12-04
16891,16891,22,91234,MORTGAGE,6.0,MEDICAL,B,12000,11.83,0,0.13,N,2,2002-12-04
16892,16892,22,69600,RENT,6.0,DEBTCONSOLIDATION,C,1350,12.68,0,0.02,Y,3,2002-12-04
16893,16893,22,20000,RENT,2.0,PERSONAL,B,4000,9.45,0,0.2,N,3,2002-12-04
16894,16894,26,14400,RENT,1.0,DEBTCONSOLIDATION,D,2000,17.49,1,0.14,Y,3,1998-12-04
16895,16895,22,82000,MORTGAGE,6.0,EDUCATION,B,10750,9.25,0,0.13,N,3,2002-12-04
16896,16896,24,93000,RENT,2.0,HOMEIMPROVEMENT,B,2100,9.91,1,0.02,N,2,2000-12-04
16897,16897,23,75000,RENT,3.0,PERSONAL,B,10000,11.86,0,0.13,N,2,2001-12-04
16898,16898,25,56000,RENT,1.0,PERSONAL,B,6000,10.74,0,0.11,N,2,1999-12-04
16899,16899,24,52800,RENT,1.0,DEBTCONSOLIDATION,C,8000,12.87,0,0.15,N,4,2000-12-04
16900,16900,24,44000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,22800,17.27,1,0.52,N,3,2000-12-04
16901,16901,25,62400,OWN,,DEBTCONSOLIDATION,D,15000,17.58,0,0.24,N,3,1999-12-04
16902,16902,25,57500,RENT,4.0,EDUCATION,C,6000,11.28,1,0.1,N,3,1999-12-04
16903,16903,22,71500,RENT,2.0,EDUCATION,C,6400,13.11,0,0.09,N,4,2002-12-04
16904,16904,22,41838,RENT,0.0,PERSONAL,D,6600,16.89,1,0.16,N,3,2002-12-04
16905,16905,22,50000,RENT,1.0,EDUCATION,A,11000,,0,0.22,N,3,2002-12-04
16906,16906,23,36000,OWN,,VENTURE,A,5500,5.42,0,0.15,N,3,2001-12-04
16907,16907,25,78000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,25000,9.64,0,0.32,N,4,1999-12-04
16908,16908,21,44000,RENT,6.0,VENTURE,D,10000,14.74,0,0.23,Y,3,2003-12-04
16909,16909,23,64000,RENT,0.0,MEDICAL,C,12000,13.16,0,0.19,Y,4,2001-12-04
16910,16910,23,100000,MORTGAGE,4.0,EDUCATION,C,10000,12.87,0,0.1,N,4,2001-12-04
16911,16911,23,58000,MORTGAGE,7.0,MEDICAL,C,7200,11.97,1,0.12,N,2,2001-12-04
16912,16912,26,54000,RENT,2.0,PERSONAL,C,6600,11.97,0,0.12,N,3,1998-12-04
16913,16913,22,42500,RENT,0.0,EDUCATION,C,5000,12.98,0,0.12,N,4,2002-12-04
16914,16914,23,67000,RENT,3.0,EDUCATION,A,25000,7.9,1,0.37,N,3,2001-12-04
16915,16915,24,40000,MORTGAGE,8.0,MEDICAL,A,4000,7.14,0,0.1,N,2,2000-12-04
16916,16916,24,24000,RENT,2.0,EDUCATION,D,3500,15.65,1,0.15,Y,4,2000-12-04
16917,16917,22,40680,RENT,2.0,EDUCATION,B,6000,11.36,1,0.15,N,4,2002-12-04
16918,16918,23,64000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,12000,15.62,1,0.19,Y,4,2001-12-04
16919,16919,25,122000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,10000,13.57,0,0.08,Y,4,1999-12-04
16920,16920,22,59000,OTHER,3.0,HOMEIMPROVEMENT,D,12000,,1,0.2,Y,4,2002-12-04
16921,16921,26,126000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,7500,13.92,0,0.06,N,2,1998-12-04
16922,16922,25,65000,OWN,9.0,HOMEIMPROVEMENT,C,7000,11.66,0,0.11,Y,3,1999-12-04
16923,16923,25,77700,RENT,2.0,EDUCATION,B,14000,10.99,0,0.18,N,2,1999-12-04
16924,16924,21,36000,RENT,3.0,DEBTCONSOLIDATION,C,5000,12.99,0,0.14,N,4,2003-12-04
16925,16925,25,75600,MORTGAGE,7.0,MEDICAL,C,15000,12.68,0,0.2,Y,3,1999-12-04
16926,16926,22,183000,MORTGAGE,3.0,EDUCATION,A,1000,,0,0.01,N,2,2002-12-04
16927,16927,22,35000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,8000,5.79,0,0.23,N,3,2002-12-04
16928,16928,25,57000,RENT,5.0,MEDICAL,D,9600,14.46,1,0.17,N,3,1999-12-04
